id_,year,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,realinc,racecen1,relig,spkmslm,spkhomo,childs,age,educ,sex,partyid,spkath,spkrac,spkcom,spkmil,sexnow
140,2016,Yes,No,Yes,Yes,No,No,No,31590,White,Catholic,Not allowed,Allowed,1,62,12,Male,Strong republican,Allowed,Not allowed,Not allowed,Allowed,Not applicable
141,2016,No,No,No,No,No,No,No,46800,White,Protestant,"Yes, allowed",Allowed,3,62,16,Female,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
142,2016,,No,Yes,No,Yes,No,No,,White,Protestant,Not allowed,Not allowed,5,65,14,Female,Independent,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
143,2016,Yes,No,Yes,No,No,No,No,,White,Catholic,Not allowed,Allowed,2,60,14,Male,"Ind,near rep",Allowed,Allowed,Allowed,Allowed,Not applicable
144,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,936,White,None,Not allowed,Not allowed,1,47,16,Female,"Ind,near rep",Not allowed,Not allowed,Not allowed,Allowed,Not applicable
145,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31590,White,None,Not applicable,Not applicable,0,62,14,Male,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
146,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,131676.6906,White,Jewish,Not applicable,Not applicable,2,51,16,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
147,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,None,"Yes, allowed",Allowed,2,43,16,Female,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
148,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,131676.6906,Vietnamese,Buddhism,Not applicable,Not applicable,2,47,14,Male,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
149,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31590,White,Christian,Not applicable,Not applicable,1,57,12,Female,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
150,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,17550,White,None,"Yes, allowed",Allowed,0,30,16,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
151,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,Protestant,"Yes, allowed",Allowed,0,39,18,Male,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
152,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21060,White,None,Not applicable,Not applicable,0,37,15,Female,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
153,2016,Yes,No,Yes,No,Yes,No,,,Asian indian,Catholic,"Yes, allowed",Allowed,0,52,12,Female,Independent,Allowed,Not allowed,,Allowed,Not applicable
154,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8775,Hispanic,Catholic,"Yes, allowed",Allowed,0,61,18,Female,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
155,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38610,White,None,"Yes, allowed",Allowed,1,58,12,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
156,2016,No,No,Yes,No,Yes,No,No,2574,White,Catholic,Not allowed,Allowed,0,31,14,Male,Not str democrat,,Not allowed,Allowed,Allowed,Not applicable
157,2016,Yes,Yes,Yes,No,No,No,No,21060,Other asian,Buddhism,"Yes, allowed",Allowed,2,52,16,Female,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
158,2016,Yes,No,Yes,No,Yes,No,No,21060,White,Catholic,Not allowed,Allowed,2,46,16,Female,Strong democrat,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
159,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,56160,White,Protestant,Not applicable,Not applicable,1,25,13,Female,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
160,2016,No,Yes,Yes,Yes,Yes,Yes,Yes,46800,American indian or alaska native,Catholic,"Yes, allowed",Allowed,4,54,12,Male,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
161,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25740,Filipino,Catholic,Not applicable,Not applicable,1,33,15,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
162,2016,Yes,Yes,Yes,,Yes,Yes,Yes,38610,Asian indian,Hinduism,Not allowed,Allowed,1,33,18,Male,Not str democrat,Not allowed,Not allowed,,Not allowed,Not applicable
163,2016,Yes,No,Yes,No,Yes,No,No,6435,White,Catholic,Not allowed,Allowed,2,61,12,Female,Not str democrat,Allowed,Allowed,Not allowed,Allowed,Not applicable
164,2016,Yes,No,Yes,No,Yes,No,No,,White,Catholic,Not allowed,Allowed,4,65,,Female,Strong democrat,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
165,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,White,Catholic,Not applicable,Not applicable,0,53,12,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
166,2016,Yes,No,Yes,Yes,Yes,No,Yes,,Other pacific islander,Protestant,Not allowed,Not allowed,8,66,11,Female,Strong democrat,Allowed,Allowed,Not allowed,Allowed,Not applicable
167,2016,Yes,Yes,Yes,Yes,Yes,No,Yes,3510,White,None,Not allowed,Allowed,2,41,12,Female,Not str democrat,Not allowed,Not allowed,Allowed,Not allowed,Not applicable
168,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,38610,White,None,Not applicable,Not applicable,2,57,13,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
169,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38610,Black or african american,Protestant,Not allowed,Allowed,0,50,12,Male,Strong democrat,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
170,2016,No,No,Yes,No,No,No,No,,Black or african american,None,Not allowed,Not allowed,4,75,14,Male,Strong democrat,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
171,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11115,Black or african american,None,Not applicable,Not applicable,3,22,11,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
172,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8775,White,None,"Yes, allowed",Allowed,0,27,14,Male,"Ind,near dem",Allowed,Not allowed,Allowed,Allowed,Not applicable
173,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,234,White,None,Not applicable,Not applicable,1,20,12,Female,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
174,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,46800,White,None,"Yes, allowed",Allowed,0,55,20,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
175,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15210,White,None,Not applicable,Not applicable,1,49,14,Female,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
176,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31590,American indian or alaska native,Catholic,Not allowed,Allowed,1,51,14,Female,Independent,Allowed,Not allowed,Not allowed,Allowed,Not applicable
177,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,65520,White,Catholic,"Yes, allowed",Allowed,5,56,16,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
178,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,Chinese,Inter-nondenominational,Not allowed,Allowed,1,41,18,Female,Independent,Allowed,Not allowed,Allowed,Allowed,Not applicable
179,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,21060,White,Catholic,"Yes, allowed",Allowed,4,67,14,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
180,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5265,Black or african american,None,Not allowed,Allowed,4,38,12,Female,Strong democrat,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
181,2016,No,No,No,No,No,No,No,17550,Filipino,Catholic,Not allowed,Allowed,1,76,16,Female,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
182,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7605,Black or african american,None,"Yes, allowed",Allowed,1,66,14,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
183,2016,No,No,,No,No,No,,5265,Filipino,Catholic,Not allowed,Allowed,0,84,17,Female,"Ind,near rep",Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
184,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4212,Black or african american,None,Not applicable,Not applicable,0,32,12,Male,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
185,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5265,Black or african american,Protestant,Not allowed,Allowed,2,46,16,Male,Strong democrat,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
186,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Japanese,None,Not applicable,Not applicable,0,25,13,Male,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
187,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31590,White,Protestant,Not allowed,Allowed,1,67,18,Male,Strong democrat,Allowed,Not allowed,Allowed,Allowed,Not applicable
188,2016,No,No,No,No,No,No,No,38610,Black or african american,Protestant,"Yes, allowed",Allowed,2,34,12,Male,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
189,2016,No,No,No,Yes,No,Yes,No,234,Hispanic,Protestant,Not allowed,Allowed,3,29,8,Female,Independent,,Not allowed,,Allowed,Not applicable
190,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7605,White,Catholic,Not applicable,Not applicable,7,51,1,Female,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
191,2016,,,Yes,No,No,No,No,9945,Hispanic,Catholic,Not allowed,Allowed,1,39,14,Female,Strong democrat,Allowed,Allowed,Not allowed,Allowed,Not applicable
192,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8775,Hispanic,Catholic,Not applicable,Not applicable,2,39,9,Female,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
193,2016,Yes,No,Yes,No,Yes,No,No,12870,White,Catholic,Not allowed,Not allowed,3,51,2,Female,Independent,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
194,2016,No,No,No,No,No,No,No,31590,Some other race,Catholic,"Yes, allowed",Allowed,3,40,8,Female,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
195,2016,Yes,Yes,Yes,Yes,Yes,No,No,11115,White,Catholic,"Yes, allowed",Allowed,4,32,9,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
196,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25740,White,Catholic,Not applicable,Not applicable,1,38,14,Male,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
197,2016,Yes,Yes,Yes,No,Yes,Yes,Yes,11115,White,Protestant,Not allowed,Allowed,0,79,13,Female,Strong democrat,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
198,2016,No,No,Yes,No,No,No,No,65520,Filipino,Protestant,Not allowed,Allowed,0,49,16,Male,"Ind,near rep",Allowed,Allowed,Allowed,Not allowed,Not applicable
199,2016,Yes,Yes,Yes,No,Yes,Yes,Yes,38610,White,None,Not allowed,Allowed,0,22,15,Male,"Ind,near dem",Allowed,Not allowed,Allowed,Allowed,Not applicable
200,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,46800,Black or african american,Protestant,"Yes, allowed",Allowed,0,30,16,Male,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
201,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,None,"Yes, allowed",Allowed,2,47,15,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
202,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,46800,White,Catholic,Not applicable,Not applicable,1,55,12,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
203,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,38610,White,None,Not applicable,Not applicable,0,30,16,Male,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
204,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,56160,Black or african american,None,Not applicable,Not applicable,0,29,16,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
205,2016,,Yes,Yes,Yes,Yes,Yes,Yes,31590,White,None,"Yes, allowed",Allowed,0,37,16,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
206,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9945,White,Jewish,Not applicable,Not applicable,0,67,20,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
207,2016,Yes,Yes,Yes,Yes,Yes,No,Yes,65520,Hispanic,Catholic,Not allowed,Allowed,0,38,16,Female,Not str republican,Not allowed,Not allowed,Allowed,Allowed,Not applicable
208,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,White,None,Not applicable,Not applicable,0,81,11,Female,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
209,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9945,Black or african american,None,Not applicable,Not applicable,0,35,14,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
210,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,Orthodox-christian,Not allowed,Allowed,1,46,20,Male,"Ind,near rep",Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
211,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,74880,White,Protestant,Not applicable,Not applicable,2,37,12,Male,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
212,2016,Yes,No,Yes,No,Yes,No,Yes,31590,,Protestant,"Yes, allowed",Allowed,0,21,15,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
213,2016,Yes,Yes,Yes,No,Yes,No,No,,White,Protestant,Not allowed,Allowed,1,43,12,Male,,Allowed,Allowed,Allowed,Allowed,Not applicable
214,2016,Yes,No,Yes,No,Yes,No,No,131676.6906,White,Protestant,Not allowed,Allowed,2,45,16,Female,Independent,Not allowed,Not allowed,Not allowed,Allowed,Not applicable
215,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21060,White,Protestant,Not applicable,Not applicable,1,76,19,Female,Strong republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
216,2016,Yes,No,Yes,No,No,No,No,31590,White,Protestant,Not allowed,Allowed,8,77,12,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
217,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25740,White,Catholic,Not applicable,Not applicable,1,61,16,Female,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
218,2016,Yes,No,Yes,No,Yes,No,No,21060,White,Catholic,Not allowed,Allowed,2,45,12,Female,Strong democrat,Allowed,Not allowed,Allowed,Allowed,Not applicable
219,2016,No,No,No,No,No,No,No,38610,White,Protestant,"Yes, allowed",Allowed,4,47,13,Male,Strong republican,Allowed,Not allowed,Allowed,Allowed,Not applicable
220,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,Catholic,"Yes, allowed",Allowed,1,41,16,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
221,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,Black or african american,Protestant,Not applicable,Not applicable,0,19,12,Female,Strong republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
222,2016,No,No,Yes,Yes,,,No,31590,Hispanic,Catholic,Not allowed,Allowed,3,50,6,Male,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
223,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38610,Vietnamese,None,"Yes, allowed",Allowed,0,25,17,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
224,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,None,"Yes, allowed",Allowed,2,45,18,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
225,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21060,White,Other,Not applicable,Not applicable,0,21,14,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
226,2016,No,No,Yes,No,No,No,Yes,31590,Vietnamese,Catholic,Not allowed,Not allowed,1,48,12,Female,Not str republican,Allowed,Allowed,Not allowed,Allowed,Not applicable
227,2016,Yes,No,Yes,No,Yes,No,No,25740,Asian indian,Hinduism,Not allowed,Allowed,0,25,17,Male,Strong democrat,Allowed,Not allowed,Allowed,Allowed,Not applicable
